id;latitudeBands;region
13037;47;
13038;46;
13039;45;
13040;44;
13041;43;
13042;42;
13043;41;as
13044;40;as
13045;39;
13046;38;
13047;37;
13048;36;
13049;35;as
13050;34;as
13051;33;
13052;32;as
13053;31;
13054;30;
13055;29;
13056;28;
13057;27;
13058;26;
13059;25;
13060;24;
13061;23;
13062;22;
13063;21;
13064;20;
13065;19;as
13066;18;
13067;17;as
13068;16;as
13069;15;as
13070;14;
13071;13;
13072;12;as
13073;11;as
13074;10;
13075;9;as
13076;8;
13077;7;
13078;6;as
13079;5;
13080;4;as
13081;3;as
13082;2;as
13083;1;
13084;49;
13085;48;as
13086;47;as
13087;46;as
13088;45;
13089;44;
13090;43;
13091;42;
13092;41;
13093;40;as
13094;39;
13095;38;
13096;37;
13097;36;
13098;35;
13099;34;as
13100;33;
13101;32;
13102;31;
13103;30;as
13104;29;
13105;28;as
13106;27;
13107;26;
13108;25;
13109;24;
13110;23;
13111;22;
13112;21;
13113;20;
13114;19;
13115;18;
13116;17;as
13117;16;as
13118;15;as
13119;14;as
13120;13;as
13121;12;as
13122;11;as
13123;10;as
13124;9;
13125;8;as
13126;7;
13127;6;as
13128;5;
13129;4;
13130;3;
13131;2;as
13132;1;
13133;49;
13134;48;
13135;47;as
13136;46;as
13137;45;
13138;44;
13139;43;
13140;42;
13141;41;
13142;40;
13143;39;
13144;38;
13145;37;
13146;36;
13147;35;
13148;34;
13149;33;as
13150;32;
13151;31;
13152;30;
13153;29;
13154;28;
13155;27;
13156;26;
13157;25;
13158;24;
13159;23;
13160;22;
13161;21;
13162;20;
13163;19;as
13164;18;as
13165;17;as
13166;16;
13167;15;
13168;14;as
13169;13;
13170;12;as
13171;11;as
13172;10;as
13173;9;as
13174;8;as
13175;7;as
13176;6;as
13177;5;
13178;4;
13179;3;
13180;2;
13181;1;
13182;49;
13183;48;
13184;47;as
13185;46;as
13186;45;
13187;44;
13188;43;
13189;42;
13190;41;
13191;40;
13192;39;
13193;38;
13194;37;
13195;36;
13196;35;
13197;34;as
13198;33;as
13199;32;
13200;31;
13201;30;
13202;29;
13203;28;
13204;27;
13205;26;
13206;25;
13207;24;
13208;23;
13209;22;
13210;21;
13211;20;as
13212;19;as
13213;18;as
13214;17;
13215;16;
13216;15;as
13217;14;
13218;13;as
13219;12;as
13220;11;as
13221;10;as
13222;9;as
13223;8;as
13224;7;as
13225;6;as
13226;5;as
13227;4;as
13228;3;
13229;2;
13230;1;as
13231;49;
13232;48;
13233;47;as
13234;46;
13235;45;
13236;44;
13237;43;
13238;42;
13239;41;
13240;40;
13241;39;
13242;38;
13243;37;
13244;36;
13245;35;as
13246;34;as
13247;33;as
13248;32;as
13249;31;
13250;30;
13251;29;
13252;28;as
13253;27;
13254;26;as
13255;25;
13256;24;
13257;23;
13258;22;
13259;21;
13260;20;as
13261;19;as
13262;18;as
13263;17;as
13264;16;
13265;15;as
13266;14;as
13267;13;as
13268;12;as
13269;11;as
13270;10;as
13271;9;as
13272;8;as
13273;7;as
13274;6;as
13275;5;as
13276;4;as
13277;3;as
13278;2;
13279;1;as
13280;49;
13281;48;as
13282;47;
13283;46;as
13284;45;as
13285;44;
13286;43;
13287;42;
13288;41;as
13289;40;
13290;39;
13291;38;
13292;37;
13293;36;
13294;35;
13295;34;as
13296;33;
13297;32;
13298;31;as
13299;30;as
13300;29;
13301;28;
13302;27;
13303;26;as
13304;25;
13305;24;
13306;23;
13307;22;as
13308;21;
13309;20;as
13310;19;
13311;18;as
13312;17;as
13313;16;as
13314;15;
13315;14;
13316;13;as
13317;12;as
13318;11;as
13319;10;as
13320;9;
13321;8;as
13322;7;as
13323;6;as
13324;5;as
13325;4;as
13326;3;as
13327;2;as
13328;1;
13329;49;
13330;48;as
13331;47;
13332;46;as
13333;45;as
13334;44;
13335;43;
13336;42;
13337;41;
13338;40;as
13339;39;
13340;38;as
13341;37;
13342;36;
13343;35;as
13344;34;as
13345;33;
13346;32;as
13347;31;
13348;30;
13349;29;
13350;28;
13351;27;
13352;26;
13353;25;as
13354;24;
13355;23;
13356;22;
13357;21;as
13358;20;as
13359;19;as
13360;18;as
13361;17;
13362;16;as
13363;15;as
13364;14;as
13365;13;as
13366;12;as
13367;11;
13368;10;as
13369;9;as
13370;8;as
13371;7;as
13372;6;as
13373;5;as
13374;4;as
13375;3;
13376;2;as
13377;1;
13378;49;
13379;48;as
13380;47;
13381;46;as
13382;45;as
13383;44;
13384;43;
13385;42;
13386;41;
13387;40;
13388;39;
13389;38;
13390;37;
13391;36;
13392;35;as
13393;34;as
13394;33;as
13395;32;
13396;31;
13397;30;as
13398;29;
13399;28;
13400;27;as
13401;26;
13402;25;
13403;24;
13404;23;
13405;22;
13406;21;
13407;20;as
13408;19;as
13409;18;
13410;17;as
13411;16;as
13412;15;as
13413;14;as
13414;13;as
13415;12;as
13416;11;
13417;10;as
13418;9;
13419;8;as
13420;7;as
13421;6;as
13422;5;as
13423;4;as
13424;3;as
13425;2;
13426;1;
13427;49;
13428;48;as
13429;47;
13430;46;as
13431;45;as
13432;44;
13433;43;
13434;42;
13435;41;
13436;40;
13437;39;
13438;38;as
13439;37;as
13440;36;
13441;35;
13442;34;as
13443;33;as
13444;32;
13445;31;
13446;30;as
13447;29;as
13448;28;
13449;27;
13450;26;as
13451;25;
13452;24;
13453;23;
13454;22;
13455;21;
13456;20;
13457;19;
13458;18;
13459;17;
13460;16;as
13461;15;as
13462;14;
13463;13;
13464;12;
13465;11;
13466;10;as
13467;9;as
13468;8;
13469;7;as
13470;6;as
13471;5;as
13472;4;as
13473;3;as
13474;2;as
13475;1;
13476;49;
13477;48;
13478;47;
13479;46;as
13480;45;as
13481;44;
13482;43;
13483;42;as
13484;41;
13485;40;
13486;39;
13487;38;
13488;37;
13489;36;
13490;35;
13491;34;as
13492;33;as
13493;32;
13494;31;
13495;30;
13496;29;
13497;28;
13498;27;
13499;26;
13500;25;
13501;24;
13502;23;
13503;22;
13504;21;
13505;20;
13506;19;
13507;18;
13508;17;
13509;16;as
13510;15;
13511;14;
13512;13;
13513;12;as
13514;11;as
13515;10;
13516;9;
13517;8;as
13518;7;as
13519;6;as
13520;5;as
13521;4;as
13522;3;as
13523;2;as
13524;1;as
13525;49;
13526;48;
13527;47;as
13528;46;as
13529;45;as
13530;44;
13531;43;
13532;42;
13533;41;
13534;40;
13535;39;
13536;38;
13537;37;
13538;36;as
13539;35;
13540;34;as
13541;33;as
13542;32;as
13543;31;
13544;30;
13545;29;
13546;28;
13547;27;
13548;26;
13549;25;
13550;24;
13551;23;
13552;22;
13553;21;
13554;20;
13555;19;
13556;18;
13557;17;as
13558;16;
13559;15;
13560;14;as
13561;13;
13562;12;as
13563;11;as
13564;10;as
13565;9;as
13566;8;
13567;7;as
13568;6;
13569;5;as
13570;4;as
13571;3;as
13572;2;as
13573;1;
13574;49;
13575;48;
13576;47;as
13577;46;as
13578;45;
13579;44;
13580;43;
13581;42;
13582;41;
13583;40;as
13584;39;as
13585;38;
13586;37;
13587;36;
13588;35;as
13589;34;as
13590;33;as
13591;32;as
13592;31;
13593;30;
13594;29;
13595;28;
13596;27;
13597;26;
13598;25;
13599;24;
13600;23;
13601;22;
13602;21;
13603;20;
13604;19;
13605;18;as
13606;17;as
13607;16;as
13608;15;
13609;14;
13610;13;
13611;12;as
13612;11;as
13613;10;as
13614;9;as
13615;8;
13616;7;as
13617;6;
13618;5;as
13619;4;as
13620;3;as
13621;2;as
13622;1;
13623;49;
13624;48;
13625;47;
13626;46;as
13627;45;
13628;44;
13629;43;
13630;42;
13631;41;
13632;40;
13633;39;
13634;38;as
13635;37;
13636;36;
13637;35;as
13638;34;as
13639;33;as
13640;32;as
13641;31;
13642;30;
13643;29;
13644;28;
13645;27;
13646;26;
13647;25;
13648;24;
13649;23;
13650;22;
13651;21;
13652;20;
13653;19;
13654;18;as
13655;17;as
13656;16;as
13657;15;
13658;14;
13659;13;as
13660;12;
13661;11;
13662;10;as
13663;9;as
13664;8;as
13665;7;
13666;6;as
13667;5;
13668;4;
13669;3;
13670;2;
13671;1;
13672;49;
13673;48;
13674;47;
13675;46;as
13676;45;
13677;44;
13678;43;
13679;42;as
13680;41;
13681;40;
13682;39;
13683;38;
13684;37;
13685;36;as
13686;35;as
13687;34;as
13688;33;
13689;32;as
13690;31;
13691;30;
13692;29;
13693;28;
13694;27;
13695;26;
13696;25;
13697;24;as
13698;23;as
13699;22;
13700;21;
13701;20;
13702;19;
13703;18;as
13704;17;
13705;16;
13706;15;
13707;14;as
13708;13;as
13709;12;as
13710;11;
13711;10;as
13712;9;as
13713;8;as
13714;7;
13715;6;
13716;5;
13717;4;
13718;3;
13719;2;
13720;1;
13721;49;
13722;48;
13723;47;
13724;46;as
13725;45;
13726;44;
13727;43;as
13728;42;
13729;41;
13730;40;
13731;39;
13732;38;
13733;37;
13734;36;as
13735;35;as
13736;34;
13737;33;as
13738;32;as
13739;31;
13740;30;as
13741;29;
13742;28;
13743;27;
13744;26;
13745;25;
13746;24;as
13747;23;
13748;22;
13749;21;
13750;20;
13751;19;
13752;18;
13753;17;as
13754;16;as
13755;15;as
13756;14;as
13757;13;as
13758;12;as
13759;11;
13760;10;
13761;9;as
13762;8;as
13763;7;as
13764;6;as
13765;5;
13766;4;
13767;3;
13768;2;
13769;1;
13770;49;
13771;48;
13772;47;
13773;46;
13774;45;
13775;44;
13776;43;
13777;42;
13778;41;as
13779;40;
13780;39;
13781;38;
13782;37;
13783;36;as
13784;35;as
13785;34;
13786;33;as
13787;32;as
13788;31;as
13789;30;
13790;29;
13791;28;as
13792;27;
13793;26;
13794;25;
13795;24;as
13796;23;
13797;22;as
13798;21;
13799;20;
13800;19;
13801;18;
13802;17;as
13803;16;as
13804;15;
13805;14;as
13806;13;
13807;12;
13808;11;
13809;10;as
13810;9;
13811;8;
13812;7;
13813;6;as
13814;5;
13815;4;
13816;3;
13817;2;
13818;1;
13819;49;
13820;48;
13821;47;as
13822;46;
13823;45;
13824;44;as
13825;43;
13826;42;
13827;41;as
13828;40;
13829;39;as
13830;38;
13831;37;
13832;36;
13833;35;as
13834;34;
13835;33;as
13836;32;as
13837;31;
13838;30;
13839;29;
13840;28;
13841;27;
13842;26;
13843;25;
13844;24;as
13845;23;
13846;22;
13847;21;as
13848;20;
13849;19;
13850;18;
13851;17;as
13852;16;
13853;15;
13854;14;
13855;13;
13856;12;
13857;11;
13858;10;as
13859;9;as
13860;8;
13861;7;as
13862;6;
13863;5;as
13864;4;
13865;3;
13866;2;
13867;1;
13868;49;
13869;48;
13870;47;
13871;46;as
13872;45;
13873;44;as
13874;43;
13875;42;
13876;41;
13877;40;as
13878;39;
13879;38;
13880;37;as
13881;36;
13882;35;
13883;34;as
13884;33;as
13885;32;as
13886;31;
13887;30;
13888;29;
13889;28;as
13890;27;
13891;26;
13892;25;
13893;24;
13894;23;
13895;22;as
13896;21;
13897;20;
13898;19;
13899;18;
13900;17;as
13901;16;
13902;15;as
13903;14;
13904;13;
13905;12;
13906;11;as
13907;10;
13908;9;as
13909;8;
13910;7;
13911;6;as
13912;5;as
13913;4;as
13914;3;
13915;2;
13916;1;
13917;49;
13918;48;
13919;47;
13920;46;
13921;45;
13922;44;as
13923;43;
13924;42;
13925;41;
13926;40;as
13927;39;as
13928;38;
13929;37;
13930;36;
13931;35;
13932;34;as
13933;33;as
13934;32;
13935;31;
13936;30;
13937;29;
13938;28;as
13939;27;
13940;26;
13941;25;
13942;24;
13943;23;as
13944;22;
13945;21;
13946;20;
13947;19;
13948;18;
13949;17;
13950;16;
13951;15;
13952;14;
13953;13;
13954;12;
13955;11;as
13956;10;
13957;9;
13958;8;
13959;7;
13960;6;
13961;5;
13962;4;
13963;3;
13964;2;
13965;1;
13966;49;
13967;48;
13968;47;
13969;46;
13970;45;
13971;44;as
13972;43;
13973;42;
13974;41;
13975;40;as
13976;39;
13977;38;
13978;37;as
13979;36;
13980;35;
13981;34;as
13982;33;as
13983;32;
13984;31;
13985;30;
13986;29;
13987;28;
13988;27;
13989;26;
13990;25;
13991;24;as
13992;23;as
13993;22;
13994;21;
13995;20;
13996;19;
13997;18;
13998;17;
13999;16;
14000;15;
14001;14;as
14002;13;
14003;12;as
14004;11;as
14005;10;as
14006;9;
14007;8;
14008;7;
14009;6;as
14010;5;
14011;4;
14012;3;
14013;2;
14014;1;
14015;49;
14016;48;
14017;47;
14018;46;
14019;45;
14020;44;
14021;43;
14022;42;
14023;41;
14024;40;as
14025;39;
14026;38;
14027;37;as
14028;36;as
14029;35;
14030;34;as
14031;33;as
14032;32;
14033;31;
14034;30;
14035;29;
14036;28;
14037;27;
14038;26;
14039;25;
14040;24;
14041;23;
14042;22;
14043;21;
14044;20;as
14045;19;as
14046;18;
14047;17;
14048;16;
14049;15;as
14050;14;
14051;13;
14052;12;
14053;11;
14054;10;as
14055;9;
14056;8;as
14057;7;as
14058;6;as
14059;5;
14060;4;
14061;3;
14062;2;
14063;1;
14064;49;
14065;48;
14066;47;
14067;46;
14068;45;as
14069;44;
14070;43;
14071;42;
14072;41;as
14073;40;
14074;39;as
14075;38;as
14076;37;as
14077;36;
14078;35;
14079;34;as
14080;33;
14081;32;as
14082;31;
14083;30;
14084;29;
14085;28;
14086;27;
14087;26;
14088;25;
14089;24;as
14090;23;as
14091;22;
14092;21;
14093;20;
14094;19;as
14095;18;
14096;17;
14097;16;
14098;15;
14099;14;
14100;13;as
14101;12;as
14102;11;
14103;10;as
14104;9;as
14105;8;as
14106;7;
14107;6;as
14108;5;
14109;4;
14110;3;
14111;2;
14112;1;
14113;49;
14114;48;
14115;47;
14116;46;
14117;45;
14118;44;as
14119;43;
14120;42;
14121;41;
14122;40;as
14123;39;
14124;38;
14125;37;as
14126;36;
14127;35;
14128;34;as
14129;33;
14130;32;
14131;31;
14132;30;
14133;29;
14134;28;
14135;27;as
14136;26;
14137;25;
14138;24;
14139;23;
14140;22;
14141;21;
14142;20;
14143;19;
14144;18;
14145;17;
14146;16;
14147;15;as
14148;14;
14149;13;as
14150;12;
14151;11;as
14152;10;
14153;9;
14154;8;as
14155;7;as
14156;6;
14157;5;as
14158;4;
14159;3;
14160;2;
14161;1;
14162;49;
14163;48;
14164;47;
14165;46;
14166;45;
14167;44;
14168;43;
14169;42;
14170;41;
14171;40;as
14172;39;
14173;38;as
14174;37;
14175;36;as
14176;35;
14177;34;
14178;33;as
14179;32;as
14180;31;
14181;30;as
14182;29;
14183;28;
14184;27;
14185;26;
14186;25;as
14187;24;
14188;23;
14189;22;
14190;21;
14191;20;
14192;19;
14193;18;
14194;17;
14195;16;
14196;15;
14197;14;
14198;13;as
14199;12;as
14200;11;
14201;10;as
14202;9;
14203;8;
14204;7;
14205;6;as
14206;5;as
14207;4;as
14208;3;
14209;2;
14210;1;
14211;49;
14212;48;
14213;47;
14214;46;
14215;45;
14216;44;as
14217;43;
14218;42;
14219;41;
14220;40;
14221;39;
14222;38;
14223;37;as
14224;36;
14225;35;as
14226;34;
14227;33;as
14228;32;
14229;31;as
14230;30;
14231;29;
14232;28;
14233;27;
14234;26;
14235;25;
14236;24;
14237;23;
14238;22;
14239;21;as
14240;20;
14241;19;as
14242;18;
14243;17;
14244;16;
14245;15;
14246;14;as
14247;13;
14248;12;as
14249;11;as
14250;10;
14251;9;
14252;8;
14253;7;as
14254;6;as
14255;5;as
14256;4;as
14257;3;as
14258;2;
14259;1;
14260;49;
14261;48;
14262;47;
14263;46;
14264;45;
14265;44;as
14266;43;as
14267;42;
14268;41;
14269;40;
14270;39;
14271;38;as
14272;37;as
14273;36;
14274;35;
14275;34;
14276;33;
14277;32;as
14278;31;as
14279;30;
14280;29;
14281;28;
14282;27;
14283;26;
14284;25;
14285;24;as
14286;23;
14287;22;
14288;21;
14289;20;
14290;19;
14291;18;
14292;17;
14293;16;
14294;15;
14295;14;
14296;13;as
14297;12;
14298;11;as
14299;10;
14300;9;
14301;8;
14302;7;as
14303;6;as
14304;5;
14305;4;
14306;3;
14307;2;
14308;1;
14309;49;
14310;48;
14311;47;
14312;46;
14313;45;
14314;44;
14315;43;as
14316;42;
14317;41;
14318;40;
14319;39;
14320;38;
14321;37;as
14322;36;
14323;35;
14324;34;as
14325;33;
14326;32;as
14327;31;
14328;30;
14329;29;
14330;28;
14331;27;
14332;26;
14333;25;
14334;24;as
14335;23;
14336;22;
14337;21;
14338;20;
14339;19;
14340;18;
14341;17;
14342;16;
14343;15;
14344;14;
14345;13;
14346;12;
14347;11;
14348;10;
14349;9;
14350;8;
14351;7;
14352;6;
14353;5;
14354;4;
14355;3;
14356;2;
14357;1;
14358;49;
14359;48;
14360;47;
14361;46;
14362;45;
14363;44;as
14364;43;as
14365;42;
14366;41;
14367;40;
14368;39;
14369;38;
14370;37;
14371;36;
14372;35;
14373;34;as
14374;33;
14375;32;
14376;31;
14377;30;
14378;29;
14379;28;as
14380;27;
14381;26;
14382;25;as
14383;24;as
14384;23;as
14385;22;
14386;21;
14387;20;
14388;19;
14389;18;
14390;17;
14391;16;
14392;15;
14393;14;
14394;13;
14395;12;
14396;11;
14397;10;
14398;9;
14399;8;
14400;7;
14401;6;as
14402;5;
14403;4;
14404;3;
14405;2;
14406;1;
14407;49;
14408;48;
14409;47;
14410;46;as
14411;45;
14412;44;
14413;43;
14414;42;
14415;41;
14416;40;
14417;39;as
14418;38;as
14419;37;as
14420;36;as
14421;35;
14422;34;
14423;33;
14424;32;
14425;31;
14426;30;
14427;29;
14428;28;
14429;27;
14430;26;
14431;25;
14432;24;as
14433;23;
14434;22;
14435;21;
14436;20;
14437;19;
14438;18;
14439;17;
14440;16;
14441;15;
14442;14;
14443;13;
14444;12;
14445;11;
14446;10;
14447;9;
14448;8;
14449;7;
14450;6;
14451;5;
14452;4;
14453;3;
14454;2;
14455;1;
14456;49;
14457;48;
14458;47;
14459;46;as
14460;45;as
14461;44;
14462;43;
14463;42;
14464;41;
14465;40;
14466;39;
14467;38;
14468;37;
14469;36;as
14470;35;
14471;34;
14472;33;
14473;32;
14474;31;as
14475;30;
14476;29;
14477;28;
14478;27;as
14479;26;
14480;25;as
14481;24;as
14482;23;
14483;22;
14484;21;as
14485;20;
14486;19;
14487;18;
14488;17;as
14489;16;as
14490;15;
14491;14;
14492;13;
14493;12;
14494;11;
14495;10;
14496;9;
14497;8;
14498;7;
14499;6;
14500;5;
14501;4;
14502;3;
14503;2;
14504;1;
14505;49;
14506;48;
14507;47;
14508;46;as
14509;45;as
14510;44;
14511;43;as
14512;42;
14513;41;
14514;40;as
14515;39;
14516;38;
14517;37;
14518;36;as
14519;35;as
14520;34;as
14521;33;
14522;32;
14523;31;as
14524;30;as
14525;29;
14526;28;as
14527;27;as
14528;26;as
14529;25;as
14530;24;
14531;23;as
14532;22;
14533;21;as
14534;20;
14535;19;
14536;18;
14537;17;as
14538;16;as
14539;15;
14540;14;
14541;13;
14542;12;
14543;11;
14544;10;
14545;9;as
14546;8;as
14547;7;
14548;6;
14549;5;
14550;4;
14551;3;
14552;2;
14553;1;
14554;49;
14555;48;
14556;47;
14557;46;as
14558;45;as
14559;44;as
14560;43;
14561;42;as
14562;41;as
14563;40;as
14564;39;
14565;38;
14566;37;
14567;36;
14568;35;as
14569;34;
14570;33;
14571;32;
14572;31;as
14573;30;as
14574;29;
14575;28;as
14576;27;as
14577;26;as
14578;25;as
14579;24;
14580;23;
14581;22;
14582;21;as
14583;20;as
14584;19;as
14585;18;as
14586;17;
14587;16;as
14588;15;
14589;14;
14590;13;
14591;12;
14592;11;
14593;10;
14594;9;as
14595;8;
14596;7;
14597;6;
14598;5;
14599;4;
14600;3;
14601;2;
14602;1;
14603;49;
14604;48;
14605;47;
14606;46;as
14607;45;
14608;44;as
14609;43;
14610;42;
14611;41;as
14612;40;as
14613;39;
14614;38;
14615;37;as
14616;36;
14617;35;
14618;34;
14619;33;
14620;32;
14621;31;as
14622;30;as
14623;29;
14624;28;
14625;27;as
14626;26;as
14627;25;
14628;24;
14629;23;
14630;22;
14631;21;as
14632;20;as
14633;19;
14634;18;as
14635;17;as
14636;16;as
14637;15;as
14638;14;
14639;13;
14640;12;
14641;11;as
14642;10;as
14643;9;
14644;8;
14645;7;
14646;6;
14647;5;
14648;4;
14649;3;
14650;2;
14651;1;
14652;49;
14653;48;
14654;47;
14655;46;
14656;45;as
14657;44;as
14658;43;
14659;42;as
14660;41;as
14661;40;
14662;39;as
14663;38;
14664;37;as
14665;36;
14666;35;as
14667;34;as
14668;33;
14669;32;as
14670;31;as
14671;30;
14672;29;
14673;28;as
14674;27;
14675;26;
14676;25;
14677;24;
14678;23;
14679;22;
14680;21;as
14681;20;
14682;19;
14683;18;
14684;17;as
14685;16;as
14686;15;as
14687;14;as
14688;13;as
14689;12;
14690;11;
14691;10;
14692;9;
14693;8;
14694;7;
14695;6;
14696;5;
14697;4;
14698;3;
14699;2;
14700;1;
14701;49;
14702;48;
14703;47;
14704;46;
14705;45;
14706;44;
14707;43;
14708;42;
14709;41;
14710;40;
14711;39;
14712;38;as
14713;37;
14714;36;
14715;35;
14716;34;
14717;33;
14718;32;
14719;31;
14720;30;
14721;29;
14722;28;as
14723;27;as
14724;26;as
14725;25;
14726;24;
14727;23;
14728;22;
14729;21;
14730;20;
14731;19;
14732;18;as
14733;17;as
14734;16;as
14735;15;as
14736;14;as
14737;13;as
14738;12;
14739;11;
14740;10;
14741;9;
14742;8;
14743;7;
14744;6;
14745;5;
14746;4;
14747;3;
14748;2;
14749;1;
14750;49;
14751;48;
14752;47;
14753;46;
14754;45;
14755;44;as
14756;43;
14757;42;as
14758;41;
14759;40;
14760;39;
14761;38;
14762;37;as
14763;36;
14764;35;
14765;34;
14766;33;as
14767;32;
14768;31;
14769;30;
14770;29;as
14771;28;as
14772;27;as
14773;26;as
14774;25;
14775;24;
14776;23;
14777;22;
14778;21;
14779;20;
14780;19;as
14781;18;as
14782;17;as
14783;16;as
14784;15;
14785;14;
14786;13;
14787;12;
14788;11;
14789;10;
14790;9;
14791;8;
14792;7;
14793;6;
14794;5;
14795;4;
14796;3;
14797;2;
14798;1;
14799;49;
14800;48;
14801;47;
14802;46;
14803;45;
14804;44;as
14805;43;
14806;42;
14807;41;as
14808;40;
14809;39;
14810;38;
14811;37;
14812;36;as
14813;35;
14814;34;
14815;33;as
14816;32;
14817;31;as
14818;30;
14819;29;
14820;28;
14821;27;as
14822;26;as
14823;25;
14824;24;
14825;23;
14826;22;
14827;21;
14828;20;
14829;19;as
14830;18;as
14831;17;as
14832;16;as
14833;15;
14834;14;
14835;13;
14836;12;
14837;11;
14838;10;
14839;9;
14840;8;
14841;7;
14842;6;
14843;5;
14844;4;
14845;3;
14846;2;
14847;1;
14848;49;
14849;48;
14850;47;
14851;46;
14852;45;as
14853;44;as
14854;43;
14855;42;as
14856;41;as
14857;40;as
14858;39;
14859;38;as
14860;37;as
14861;36;as
14862;35;
14863;34;as
14864;33;as
14865;32;as
14866;31;as
14867;30;
14868;29;as
14869;28;
14870;27;as
14871;26;as
14872;25;
14873;24;
14874;23;
14875;22;
14876;21;
14877;20;
14878;19;as
14879;18;as
14880;17;as
14881;16;as
14882;15;
14883;14;
14884;13;
14885;12;
14886;11;
14887;10;
14888;9;
14889;8;
14890;7;
14891;6;
14892;5;
14893;4;
14894;3;
14895;2;
14896;1;
14897;49;
14898;48;
14899;47;
14900;46;
14901;45;as
14902;44;as
14903;43;
14904;42;as
14905;41;
14906;40;as
14907;39;
14908;38;
14909;37;
14910;36;as
14911;35;
14912;34;as
14913;33;as
14914;32;
14915;31;
14916;30;
14917;29;as
14918;28;as
14919;27;as
14920;26;
14921;25;
14922;24;
14923;23;
14924;22;
14925;21;
14926;20;
14927;19;as
14928;18;as
14929;17;as
14930;16;as
14931;15;
14932;14;
14933;13;
14934;12;
14935;11;
14936;10;
14937;9;
14938;8;
14939;7;
14940;6;
14941;5;
14942;4;
14943;3;
14944;2;
14945;1;
14946;49;
14947;48;
14948;47;
14949;46;
14950;45;
14951;44;as
14952;43;
14953;42;as
14954;41;as
14955;40;as
14956;39;
14957;38;
14958;37;
14959;36;
14960;35;
14961;34;as
14962;33;
14963;32;
14964;31;as
14965;30;
14966;29;
14967;28;
14968;27;
14969;26;
14970;25;
14971;24;
14972;23;
14973;22;
14974;21;
14975;20;as
14976;19;as
14977;18;as
14978;17;as
14979;16;
14980;15;
14981;14;
14982;13;
14983;12;
14984;11;
14985;10;
14986;9;
14987;8;
14988;7;
14989;6;
14990;5;
14991;4;
14992;3;
14993;2;
14994;1;
14995;49;
14996;48;
14997;47;
14998;46;
14999;45;
15000;44;
15001;43;
15002;42;as
15003;41;as
15004;40;as
15005;39;as
15006;38;
15007;37;
15008;36;
15009;35;
15010;34;
15011;33;
15012;32;as
15013;31;as
15014;30;
15015;29;
15016;28;
15017;27;
15018;26;
15019;25;
15020;24;
15021;23;
15022;22;
15023;21;as
15024;20;as
15025;19;as
15026;18;as
15027;17;
15028;16;
15029;15;
15030;14;
15031;13;
15032;12;
15033;11;
15034;10;
15035;9;
15036;8;
15037;7;
15038;6;
15039;5;
15040;4;
15041;3;
15042;2;
15043;1;
15044;49;
15045;48;
15046;47;as
15047;46;
15048;45;
15049;44;
15050;43;
15051;42;as
15052;41;as
15053;40;as
15054;39;
15055;38;
15056;37;
15057;36;
15058;35;
15059;34;
15060;33;
15061;32;
15062;31;
15063;30;
15064;29;
15065;28;
15066;27;
15067;26;
15068;25;
15069;24;
15070;23;
15071;22;
15072;21;as
15073;20;as
15074;19;as
15075;18;as
15076;17;as
15077;16;
15078;15;
15079;14;
15080;13;
15081;12;
15082;11;
15083;10;
15084;9;
15085;8;
15086;7;
15087;6;
15088;5;
15089;4;
15090;3;
15091;2;
15092;1;
15093;49;
15094;48;
15095;47;
15096;46;
15097;45;
15098;44;
15099;43;
15100;42;as
15101;41;as
15102;40;
15103;39;
15104;38;
15105;37;
15106;36;
15107;35;
15108;34;
15109;33;
15110;32;
15111;31;as
15112;30;
15113;29;
15114;28;
15115;27;
15116;26;
15117;25;as
15118;24;as
15119;23;as
15120;22;as
15121;21;as
15122;20;as
15123;19;as
15124;18;as
15125;17;as
15126;16;as
15127;15;
15128;14;
15129;13;
15130;12;
15131;11;
15132;10;
15133;9;
15134;8;
15135;7;
15136;6;
15137;5;
15138;4;
15139;3;
15140;2;
15141;1;
15142;49;
15143;48;
15144;47;
15145;46;
15146;45;
15147;44;
15148;43;
15149;42;as
15150;41;as
15151;40;
15152;39;
15153;38;
15154;37;
15155;36;
15156;35;
15157;34;
15158;33;as
15159;32;
15160;31;as
15161;30;
15162;29;
15163;28;as
15164;27;
15165;26;as
15166;25;as
15167;24;as
15168;23;as
15169;22;as
15170;21;as
15171;20;as
15172;19;as
15173;18;as
15174;17;
15175;16;
15176;15;
15177;14;
15178;13;
15179;12;
15180;11;
15181;10;
15182;9;
15183;8;
15184;7;
15185;6;
15186;5;
15187;4;
15188;3;
15189;2;
15190;1;
15191;49;
15192;48;
15193;47;
15194;46;
15195;45;
15196;44;
15197;43;as
15198;42;as
15199;41;as
15200;40;
15201;39;
15202;38;
15203;37;
15204;36;
15205;35;
15206;34;as
15207;33;as
15208;32;as
15209;31;
15210;30;
15211;29;as
15212;28;as
15213;27;as
15214;26;as
15215;25;as
15216;24;as
15217;23;as
15218;22;as
15219;21;as
15220;20;
15221;19;
15222;18;
15223;17;
15224;16;
15225;15;
15226;14;
15227;13;
15228;12;
15229;11;
15230;10;
15231;9;as
15232;8;
15233;7;
15234;6;
15235;5;
15236;4;
15237;3;
15238;2;
15239;1;
15240;49;
15241;48;
15242;47;
15243;46;as
15244;45;
15245;44;
15246;43;as
15247;42;as
15248;41;as
15249;40;
15250;39;
15251;38;
15252;37;
15253;36;
15254;35;as
15255;34;as
